address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"1225 Vienna Dr 106, Sunnyvale, CA 94089",94089,Santa Clara County,"$278,888",Manufactured In Park,3,2,"1,940",–,–,2004
"903 Old Town Ct, Cupertino, CA 95014",95014,Santa Clara County,"$2,348,888",Single Family Residence,5,2/1,"2,397","6,794",2,1963
"257 Merritt Rd, Los Altos, CA 94022",94022,Santa Clara County,"$2,998,000",Single Family Residence,4,3/1,"2,410",0.283,2,1930
"15260 Sycamore Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,190,000",Single Family Residence,4,3/1,"2,371",1.254,2,1970
"1458 Eagles Nest Ln, Gilroy, CA 95020",95020,Santa Clara County,"$929,000",Single Family Residence,5,3,"2,639","8,282",3,1997
"3314 Americus Dr, San Jose, CA 95148",95148,Santa Clara County,"$1,098,000",Single Family Residence,3,2,"1,644","8,400",0,1983
"7676 Hackett Dr, Gilroy, CA 95020",95020,Santa Clara County,"$1,149,000",Single Family Residence,5,4/1,"3,528","6,120",2,2007
"769 S 22nd St, San Jose, CA 95116",95116,Santa Clara County,"$985,000",Single Family Residence,4,3,"2,250","4,079",2,2006
"1735 Shenandoah Ave, Milpitas, CA 95035",95035,Santa Clara County,"$1,350,000",Single Family Residence,5,2/1,"1,769","5,506",2,1964
"8793 Hirasaki Ct, Gilroy, CA 95020",95020,Santa Clara County,"$685,000",Single Family Residence,4,2/1,"1,656","4,365",2,1996
"2154 Stratton Pl, San Jose, CA 95131",95131,Santa Clara County,"$899,950",Single Family Residence,4,2,"1,234","7,452",2,1975
"5742 Malpas Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,300,000",Duplex,,,"2,394","6,709",2,1973
"415 Capricorn Ct, San Jose, CA 95111",95111,Santa Clara County,"$549,990",Condominium,3,2,"1,197","1,482",2,1971
"119 N 33rd St, San Jose, CA 95116",95116,Santa Clara County,"$849,000",Single Family Residence,3,2,"1,648","8,946",2,1914
"1952 Hackett Ave, Mountain View, CA 94043",94043,Santa Clara County,"$2,450,000",Townhouse,4,3/1,"2,710","4,211",2,2018
"2031 Camden Ave, San Jose, CA 95124",95124,Santa Clara County,"$480,000",Business Opportunity,,,,,,
"790 Teresi Ct, San Jose, CA 95117",95117,Santa Clara County,"$1,795,000",Residential Income,,,"3,600","7,010",0,1959
"1044 Duane Ct, Sunnyvale, CA 94085",94085,Santa Clara County,"$1,599,800",Condominium,4,3/1,"1,906",862,2,2013
"3315 Pepper Tree Ln, San Jose, CA 95127",95127,Santa Clara County,"$780,000",Single Family Residence,3,2,"1,075","4,900",2,1954
"558 Groth Pl, San Jose, CA 95111",95111,Santa Clara County,"$492,000",Condominium,3,1,941,895,2,1982
"1011 Giacomo Ln 1, San Jose, CA 95131",95131,Santa Clara County,"$1,327,489",Condominium,4,3/2,"1,847",–,2,2018
"2174 Golden Dew Cir, San Jose, CA 95121",95121,Santa Clara County,"$1,080,000",Single Family Residence,4,2/1,"2,095","6,000",2,1978
"690 Persian Dr 47, Sunnyvale, CA 94089",94089,Santa Clara County,"$169,500",Manufactured In Park,2,2,"1,536",–,–,1977
"0 West Rd, Los Gatos, CA 95030",95030,Santa Clara County,"$480,000",Land,,,,,,
"2013 Town And Country Ln, Santa Clara, CA 95050",95050,Santa Clara County,"$2,250,000",Residential Income,,,"3,717","7,967",0,1963
"555 Le Sabre Ct, Morgan Hill, CA 95037",95037,Santa Clara County,"$759,000",Single Family Residence,4,2,"1,296","7,257",2,1977
"10081 Kenilworth Way, San Jose, CA 95127",95127,Santa Clara County,"$599,000",Single Family Residence,6,2,"1,060","5,011",1,1953
"1452 Athenour Ct, San Jose, CA 95120",95120,Santa Clara County,"$1,498,888",Single Family Residence,4,2/1,"2,717",0.3,2,1945
"21447 Roaring Water Way, Los Gatos, CA 95033",95033,Santa Clara County,"$789,000",Single Family Residence,2,2,"1,056",0.591,2,1992
"3387 Rocky Mountain Dr, San Jose, CA 95127",95127,Santa Clara County,"$699,000",Single Family Residence,4,2,"1,271","5,998",2,1961
"4882 Clarendon Dr, San Jose, CA 95129",95129,Santa Clara County,"$1,598,000",Single Family Residence,3,2,"1,492","6,153",2,1958
"763 Gettysburg Way, Gilroy, CA 95020",95020,Santa Clara County,"$479,000",Townhouse,2,2/1,"1,645","1,368",2,1985
"20355 Merida Dr, Saratoga, CA 95070",95070,Santa Clara County,"$1,805,000",Single Family Residence,3,2,"1,583","9,870",2,1965
"14910 Mcvay Ave, San Jose, CA 95127",95127,Santa Clara County,"$920,000",Single Family Residence,3,2,"1,324","6,785",2,1960
"710 Bicknell Rd, Los Gatos, CA 95030",95030,Santa Clara County,"$2,599,999",Single Family Residence,4,3/1,"3,280",0.634,2,1970
"2412 Lucerne Way, San Jose, CA 95122",95122,Santa Clara County,"$745,000",Single Family Residence,3,2,"1,353","5,428",2,1968
"20550 Buena Monte Dr, San Jose, CA 95120",95120,Santa Clara County,"$2,778,000",Single Family Residence,6,3,"3,120",2.342,3,1964
"6952 Howden Ct, San Jose, CA 95119",95119,Santa Clara County,"$1,098,000",Single Family Residence,4,2/1,"2,368","9,399",2,1980
"2398 Azevedo Pkwy, San Jose, CA 95125",95125,Santa Clara County,"$975,000",Single Family Residence,3,2/1,"1,776","1,731",2,2004
"217 Ada Ave 26, Mountain View, CA 94043",94043,Santa Clara County,"$900,000",Condominium,2,2,"1,103","1,288",2,1983
"1209 Awalt Dr, Mountain View, CA 94040",94040,Santa Clara County,"$2,395,000",Single Family Residence,4,2/1,"2,095","8,392",2,1966
"1478 Hervey Ln, San Jose, CA 95125",95125,Santa Clara County,"$2,395,000",Single Family Residence,4,4/1,"2,482",0.334,2,1959
"6126 Via De Las Abejas, San Jose, CA 95120",95120,Santa Clara County,"$1,599,800",Single Family Residence,5,3/1,"2,970","8,064",2,1969
"19241 Brockton Ln, Saratoga, CA 95070",95070,Santa Clara County,"$2,798,000",Single Family Residence,5,2/1,"2,664",0.29,2,1973
"5541 Don Scala Ct, San Jose, CA 95123",95123,Santa Clara County,"$525,000",Townhouse,2,1/1,950,779,0,1970
"18920 Twain Ct, Saratoga, CA 95070",95070,Santa Clara County,"$2,698,000",Single Family Residence,4,3,"2,383","10,462",2,1961
"194 Anaheim Ter, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,450,000",Townhouse,4,2/1,"1,919","1,760",2,2006
"175 George St, San Jose, CA 95110",95110,Santa Clara County,"$995,000",Single Family Residence,3,2/1,"1,496","5,809",2,2007
"605 Balfour Dr, San Jose, CA 95111",95111,Santa Clara County,"$318,999",Condominium,1,1,672,654,1,1983
"8952 Del Rio Cir, Gilroy, CA 95020",95020,Santa Clara County,"$659,888",Single Family Residence,4,2/1,"1,844","3,783",2,2000
"10840 Minette Dr, Cupertino, CA 95014",95014,Santa Clara County,"$1,699,950",Single Family Residence,3,1,"1,048","6,300",1,1954
"20650 4th St 1, Saratoga, CA 95070",95070,Santa Clara County,"$1,995,000",Townhouse,3,3,"2,094","1,163",2,1993
"844 Lakeknoll Dr, Sunnyvale, CA 94089",94089,Santa Clara County,"$1,148,000",Single Family Residence,3,2,"1,000","5,608",1,1957
"1002 Yorktown Dr, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,888,000",Single Family Residence,3,2,"1,661","7,786",2,1956
"728 Valley Ct, Santa Clara, CA 95051",95051,Santa Clara County,"$1,590,000",Single Family Residence,4,3,"1,721",0.25,2,1960
"14360 De Bell Rd, Los Altos Hills, CA 94022",94022,Santa Clara County,"$6,999,000",Single Family Residence,5,4/1,"5,380",1.003,3,1956
"950 Kintyre Way, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,798,000",Single Family Residence,3,2,"1,272","6,912",2,1956
"22650 Silver Oak Ln, Cupertino, CA 95014",95014,Santa Clara County,"$1,500,000",Condominium,2,2,"1,313","2,368",2,1979
"1727 Silverwood Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,325,000",Single Family Residence,3,2,"1,608","6,143",2,1958
"15605 On Orbit Dr, Saratoga, CA 95070",95070,Santa Clara County,"$2,498,000",Single Family Residence,3,3,"2,921",1.127,2,1972
"4640 Venice Way, San Jose, CA 95129",95129,Santa Clara County,"$1,698,888",Single Family Residence,4,3,"1,689","6,760",2,1963
"5183 Barron Park Dr, San Jose, CA 95136",95136,Santa Clara County,"$949,000",Single Family Residence,3,2,"1,698","6,265",2,1973
"936 Cherrystone Dr, Los Gatos, CA 95032",95032,Santa Clara County,"$2,195,000",Single Family Residence,4,3,"2,155","8,032",2,1960
"504 Century Dr, Campbell, CA 95008",95008,Santa Clara County,"$1,179,000",Single Family Residence,3,2,"1,170","8,250",2,1955
"27650 Edgerton Rd, Los Altos Hills, CA 94022",94022,Santa Clara County,"$4,750,000",Single Family Residence,5,3,"3,257",3.08,2,1957
"2618 Mozart Ave, San Jose, CA 95122",95122,Santa Clara County,"$899,000",Single Family Residence,5,3,"1,617","5,000",1,1960
"4599 Student Ln, San Jose, CA 95130",95130,Santa Clara County,"$1,748,000",Single Family Residence,4,2,"1,671","7,180",1,1962
"1506 Ilikai Ave, San Jose, CA 95118",95118,Santa Clara County,"$1,299,999",Single Family Residence,3,2,"1,614","6,736",2,1973
"1711 Fordham Way, Mountain View, CA 94040",94040,Santa Clara County,"$1,898,000",Single Family Residence,3,2,"1,524","7,005",2,1954
"185 Cuesta De Los Gatos, Los Gatos, CA 95032",95032,Santa Clara County,"$1,399,000",Townhouse,3,2/1,"1,398","1,351",2,1997
"301 Oxford Ave, Palo Alto, CA 94306",94306,Santa Clara County,"$2,795,000",Single Family Residence,3,2,"1,213","5,000",2,1941
"14231 Douglass Ln, Saratoga, CA 95070",95070,Santa Clara County,"$4,588,000",Single Family Residence,6,4/1,"4,696",0.454,3,2005
"659 Garland Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,199,950",Townhouse,2,1/1,"1,122",615,2,1974
"858 Hierra Court, Los Altos, CA 94024",94024,Santa Clara County,"$3,998,000",Single Family Residence,5,3/1,"3,396",0.383,2,2014
"588 Altino Blvd, San Jose, CA 95136",95136,Santa Clara County,"$750,000",Condominium,2,2,"1,265","1,983",2,2005
"5081 Bobbie Ave, San Jose, CA 95130",95130,Santa Clara County,"$1,498,000",Single Family Residence,4,2,"1,433","6,428",2,1964
"545 S 22nd St, San Jose, CA 95116",95116,Santa Clara County,"$949,000",Single Family Residence,4,3,"2,041","4,407",2,2006
"10932 N Leavesley Pl, Cupertino, CA 95014",95014,Santa Clara County,"$2,499,888",Single Family Residence,4,2/1,"2,119","9,991",2,1969
"1090 W Dunne Ave, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,285,000",Single Family Residence,4,3/1,"3,518",0.457,3,1989
"4980 Avery Ct, San Jose, CA 95136",95136,Santa Clara County,"$900,000",Single Family Residence,3,2,"1,330","7,059",1,1974
"1177 Fairfield Ave, Santa Clara, CA 95050",95050,Santa Clara County,"$1,499,000",Single Family Residence,4,2/1,"2,601","6,337",2,1948
"4844 Lakebird Pl, San Jose, CA 95124",95124,Santa Clara County,"$759,000",Condominium,2,2,"1,212","9,988",1,1984
"14648 Placida Ct, Saratoga, CA 95070",95070,Santa Clara County,"$1,675,000",Townhouse,2,2/1,"2,163","1,377",2,1973
"520 Latimer Cir, Campbell, CA 95008",95008,Santa Clara County,"$749,900",Townhouse,3,2/1,"1,250","1,562",1,1973
"143 Kennedy Ave 143, Campbell, CA 95008",95008,Santa Clara County,"$1,400,000",Single Family Residence,3,2/1,"1,676","2,071",2,2006
"123 Spruce Hill Ct, Los Gatos, CA 95032",95032,Santa Clara County,"$1,195,000",Townhouse,3,2/1,"1,574","2,028",2,1973
"1269 Hazlett Ct, San Jose, CA 95131",95131,Santa Clara County,"$1,199,950",Single Family Residence,4,3,"1,918","3,920",2,1990
"4632 Hampton Falls Pl, San Jose, CA 95136",95136,Santa Clara County,"$868,000",Townhouse,3,3,"1,745",882,2,1993
"6157 Thicket Way, San Jose, CA 95119",95119,Santa Clara County,"$699,000",Condominium,2,2/1,"1,293",683,1,1996
"421 E Branham Ln, San Jose, CA 95111",95111,Santa Clara County,"$629,000",Single Family Residence,2,2,"1,332","2,535",2,1989
"1025 Whitebick Dr, San Jose, CA 95129",95129,Santa Clara County,"$1,499,000",Townhouse,3,2/1,"1,532","1,912",2,1973
"558 Saratoga Ave, Santa Clara, CA 95050",95050,Santa Clara County,"$1,298,000",Single Family Residence,3,2,"2,003","5,765",2,1947
"239 Vista De Sierra, Los Gatos, CA 95030",95030,Santa Clara County,"$2,288,000",Single Family Residence,3,2/1,"2,052",0.482,2,1975
"1064 Marigold Ct, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,498,000",Single Family Residence,3,2,"1,314","6,918",2,1963
"103 N 26th St, San Jose, CA 95116",95116,Santa Clara County,"$999,000",Single Family Residence,3,3,"1,762","5,126",2,2015
"725 Santa Ynez Street, Sunnyvale, CA 94085",94085,Santa Clara County,"$1,245,000",Single Family Residence,3,2,"1,271","7,659",0,1954
"884-886 E Evelyn Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,895,000",Duplex,,,"2,221","9,264",4,1969
"4160-4162 Manzanita Dr, San Jose, CA 95117",95117,Santa Clara County,"$1,499,000",Duplex,,,"2,380","6,967",2,1963
"886 E Evelyn Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,895,000",Single Family Residence,5,3,"2,221","9,264",4,1969
"0 Wright Way, Los Altos Hills, CA 94022",94022,Santa Clara County,"$100,000",Land,,,,,,
"1101 S Main St 429, Milpitas, CA 95035",95035,Santa Clara County,"$499,999",Condominium,1,1,768,769,1,2007
"878 Tallman Ct, San Jose, CA 95123",95123,Santa Clara County,"$879,000",Single Family Residence,3,2,"1,465","8,870",2,1971
"191 El Camino Real 292, Mountain View, CA 94040",94040,Santa Clara County,"$175,000",Manufactured In Park,2,1,832,–,–,1979
"1246 University Ave, San Jose, CA 95126",95126,Santa Clara County,"$1,699,000",Single Family Residence,4,2,"1,440","10,121",0,1900
"1062 Hazelwood Ave, San Jose, CA 95125",95125,Santa Clara County,"$1,548,000",Single Family Residence,4,2/1,"1,855","5,848",2,1940
"2030 Beatrice Ct, San Jose, CA 95128",95128,Santa Clara County,"$2,100,000",Residential Income,,,"4,350",–,0,1959
"6134 Ellerbrook Way, San Jose, CA 95123",95123,Santa Clara County,"$948,000",Single Family Residence,3,2,"1,520","6,154",2,1976
"13875 Saratoga Ave, Saratoga, CA 95070",95070,Santa Clara County,"$3,998,000",Single Family Residence,4,3/2,"5,304",0.76,3,1937
"15180 Joanne Ave, San Jose, CA 95127",95127,Santa Clara County,"$899,950",Single Family Residence,4,2,"1,679","8,620",2,1955
"6846 Aintree Dr, San Jose, CA 95119",95119,Santa Clara County,"$785,000",Single Family Residence,3,2,"1,308","5,962",2,1970
"1516 Scaraway Dr, San Jose, CA 95132",95132,Santa Clara County,"$1,250,000",Single Family Residence,4,3,"2,072","6,125",2,1973
"1669 Whitham Ave, Los Altos, CA 94024",94024,Santa Clara County,"$6,600,000",Single Family Residence,5,5/1,"5,100",0.558,3,2018
"10331 Athene, San Jose, CA 95127",95127,Santa Clara County,"$628,000",Single Family Residence,2,1,967,"5,200",1,1951
"3348 San Saba Dr, San Jose, CA 95148",95148,Santa Clara County,"$999,999",Single Family Residence,6,3/1,"2,200","6,000",0,1969
"0 Sleepy Valley, Morgan Hill, CA 95037",95037,Santa Clara County,"$90,000",Land,,,,,,
"165 Blossom Hill Rd 213, San Jose, CA 95123",95123,Santa Clara County,"$279,900",Manufactured In Park,4,2,"1,337",–,3,2005
"11141 Bubb Rd, Cupertino, CA 95014",95014,Santa Clara County,"$2,198,000",Single Family Residence,4,2/1,"2,280","7,900",2,1973
"15935 Camino Del Cerro, Los Gatos, CA 95032",95032,Santa Clara County,"$2,049,000",Single Family Residence,4,2,"2,664","9,449",2,1990
"291 Lewis St, Gilroy, CA 95020",95020,Santa Clara County,"$1,099,888",Single Family Residence,4,3,"2,146","10,210",2,1915
"2174 Golden Dew Cir, San Jose, CA 95121",95121,Santa Clara County,"$1,080,000",Single Family Residence,4,2/1,"2,095","6,018",2,1978
"1155 Washoe Dr, San Jose, CA 95120",95120,Santa Clara County,"$1,699,999",Single Family Residence,5,2/1,"2,415","8,152",2,1967
"10465 Madrone Ct, Cupertino, CA 95014",95014,Santa Clara County,"$2,998,000",Single Family Residence,5,3/1,"3,350",0.691,3,2000
"72 Mariposa Ave, Los Gatos, CA 95030",95030,Santa Clara County,"$3,089,000",Single Family Residence,4,2/1,"2,600","8,333",2,2010
"233 Shadow Dance Dr, San Jose, CA 95110",95110,Santa Clara County,"$695,000",Condominium,2,2,871,907,0,1986
"1260 Cypress Ct, Gilroy, CA 95020",95020,Santa Clara County,"$668,450",Single Family Residence,4,2,"1,419","6,997",2,1971
"15278 Cooper Ave, San Jose, CA 95124",95124,Santa Clara County,"$1,699,000",Single Family Residence,4,2/1,"2,167","9,094",2,1953
"798 S Wolfe Rd, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,499,999",Single Family Residence,4,2/1,"2,108","6,598",0,1964
"229 Kiely Blvd B, Santa Clara, CA 95051",95051,Santa Clara County,"$900,000",Condominium,2,2,"1,067",943,0,1971
"14625 La Rinconada Dr, Los Gatos, CA 95032",95032,Santa Clara County,"$1,988,000",Single Family Residence,3,2,"2,230",0.515,2,1960
"411 Park Ave 301, San Jose, CA 95110",95110,Santa Clara County,"$749,888",Condominium,2,2,"1,013","1,076",1,1987
"1191 Montmorency Dr, San Jose, CA 95118",95118,Santa Clara County,"$1,338,000",Single Family Residence,4,3,"2,369","6,588",2,1984
"4860 Aspen Ct, San Jose, CA 95124",95124,Santa Clara County,"$1,199,000",Single Family Residence,3,2,"1,240","5,880",2,1960
"1145 Park Ave, San Jose, CA 95126",95126,Santa Clara County,"$1,199,888",Single Family Residence,3,1/1,"1,580","8,640",0,1932
"737 Myrtle St, San Jose, CA 95126",95126,Santa Clara County,"$1,400,000",Single Family Residence,4,3,"2,112","5,149",0,1926
"834 Cedro Way, Stanford, CA 94305",94305,Santa Clara County,"$2,300,000",Single Family Residence,4,2,"2,010",0.284,0,1962
"1075 Starlite Dr, Milpitas, CA 95035",95035,Santa Clara County,"$899,900",Single Family Residence,3,2,"1,410","5,135",0,1970
"6668 Leyland Park Dr, San Jose, CA 95120",95120,Santa Clara County,"$1,699,956",Single Family Residence,4,2,"2,453",0.32,2,1976
"14795 Bohlman Rd, Saratoga, CA 95070",95070,Santa Clara County,"$3,750,000",Single Family Residence,5,4,"4,600",1.587,2,1963
"499 Paiute Ln, San Jose, CA 95123",95123,Santa Clara County,"$988,888",Single Family Residence,3,2,"1,208","6,277",2,1965
"1728 Ewer Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,299,000",Single Family Residence,3,2,"1,190","6,409",2,1959
"4012 San Simeon Way, San Jose, CA 95111",95111,Santa Clara County,"$699,000",Single Family Residence,3,2,"1,123","5,367",2,1959
"0 Alpine Rd, Portola Valley, CA 94028",94028,Santa Clara County,"$3,488,000",Land,,,,,,
"500 Tenth St 125, Gilroy, CA 95020",95020,Santa Clara County,"$280,000",Manufactured In Park,4,2,"1,650",–,–,1998
"437 Bryan Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,995,000",Duplex,,,"2,168","7,113",2,1928
"25 Torregata, San Jose, CA 95134",95134,Santa Clara County,"$985,000",Condominium,4,2/1,"1,477",863,2,1993
"Address Not Disclosed, San Jose, CA 95128",95128,Santa Clara County,"$1,280,000",Duplex,,,"2,182","7,405",2,1958
"1473 Farringdon Dr, San Jose, CA 95127",95127,Santa Clara County,"$650,000",Single Family Residence,3,2,"1,043","6,496",0,1957
"8887 Wine Valley Cir, San Jose, CA 95135",95135,Santa Clara County,"$1,149,000",Single Family Residence,2,2/1,"2,256","5,080",2,1996
"2603 Republic Pl, San Jose, CA 95116",95116,Santa Clara County,"$624,900",Condominium,3,2/1,"1,223","1,852",0,1988
"4512 Bolero Dr, San Jose, CA 95111",95111,Santa Clara County,"$789,000",Single Family Residence,3,2,"1,137","5,109",2,1958
"19077 Cheyenne Ct, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,310,000",Single Family Residence,5,3,"2,619","9,291",3,1998
"8106 Cabernet Ct, San Jose, CA 95135",95135,Santa Clara County,"$689,000",Condominium,2,2,"1,646","2,543",1,1978
"2381 Sunflower Cir, Gilroy, CA 95020",95020,Santa Clara County,"$1,197,000",Single Family Residence,4,3,"3,178",0.509,3,2000
"412 Knowles Ave, Santa Clara, CA 95050",95050,Santa Clara County,"$2,199,000",Single Family Residence,5,4,"3,628",0.302,2,1975
"2880 Old Oak Ln, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,150,000",Single Family Residence,4,3,"2,707",0.751,3,1978
"15183 Charmeran Ave, San Jose, CA 95124",95124,Santa Clara County,"$1,085,000",Single Family Residence,3,1,"1,292","8,120",2,1947
"157 Heritage Pl, Campbell, CA 95008",95008,Santa Clara County,"$870,000",Townhouse,2,1,"1,128","1,666",2,2004
"4215 Colombo Dr, San Jose, CA 95130",95130,Santa Clara County,"$1,385,000",Single Family Residence,3,2,"1,368","9,200",2,1958
"1907 Shafer Ave, Morgan Hill, CA 95037",95037,Santa Clara County,"$2,399,000",Single Family Residence,6,4/1,"5,886",0.543,4,2007
"405 Ariel Dr, San Jose, CA 95123",95123,Santa Clara County,"$825,000",Single Family Residence,4,2,"1,495","6,024",2,1968
"726 Harding Ave, San Jose, CA 95126",95126,Santa Clara County,"$990,000",Single Family Residence,2,1,"1,326","6,125",0,1925
"1060 S 3rd St 285, San Jose, CA 95112",95112,Santa Clara County,"$419,000",Condominium,1,1,667,823,1,2005
"2785 Toro Vista Ct, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,999,888",Single Family Residence,6,5,"5,788",0.47,4,2016
"6089 Montgomery Ct, San Jose, CA 95135",95135,Santa Clara County,"$445,000",Condominium,2,1,913,929,0,1973
"2151 Oakland Rd 211, San Jose, CA 95131",95131,Santa Clara County,"$199,950",Manufactured In Park,3,3,"1,248",–,–,1996
"742 Sirica Ct, San Jose, CA 95138",95138,Santa Clara County,"$1,400,000",Single Family Residence,5,3/1,"2,753","4,644",2,1999
"1534 Sandpiper Ct, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,998,000",Single Family Residence,3,3,"2,114","6,580",2,1958
"1681 Triton Ct, Santa Clara, CA 95050",95050,Santa Clara County,"$1,499,000",Single Family Residence,3,2/1,"2,088","3,009",2,1990
"6432 Standridge Ct, San Jose, CA 95123",95123,Santa Clara County,"$1,099,000",Single Family Residence,4,2,"1,868","6,075",2,1975
"17680 Serene Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$974,999",Single Family Residence,2,2,"1,870",1.293,2,1965
"1917 Limetree Ln, Mountain View, CA 94040",94040,Santa Clara County,"$2,598,000",Single Family Residence,3,2,"1,720","8,726",2,1963
"1220 Curtiss Ave, San Jose, CA 95125",95125,Santa Clara County,"$1,798,000",Single Family Residence,3,1,"1,360",0.417,0,1905
"19914 Wheaton Dr, Cupertino, CA 95014",95014,Santa Clara County,"$2,188,000",Single Family Residence,4,2,"2,119","7,488",2,1969
"1842 Sheri Ann Cir, San Jose, CA 95131",95131,Santa Clara County,"$868,888",Condominium,2,2,"1,006","1,144",1,1993
"1696 Valley Oaks Dr, Gilroy, CA 95020",95020,Santa Clara County,"$910,000",Single Family Residence,5,3,"2,516","9,135",3,1997
"None View Oaks Way, San Jose, CA 95120",95120,Santa Clara County,"$1,499,950",Land,,,,,,
"1241 Franklin Mall, Santa Clara, CA 95050",95050,Santa Clara County,"$95,000",Business Opportunity,,,,,,
"2445 Olea Ct, Gilroy, CA 95020",95020,Santa Clara County,"$1,399,888",Single Family Residence,4,3/1,"3,654",1.33,3,2004
"730 Dartmouth Pl, Gilroy, CA 95020",95020,Santa Clara County,"$600,000",Single Family Residence,4,2,"2,014","7,298",2,1976
"446 Folsom Ct, Milpitas, CA 95035",95035,Santa Clara County,"$1,118,000",Single Family Residence,4,2/1,"1,860","5,251",2,1983
"1218 Coyote Creek Ct, San Jose, CA 95116",95116,Santa Clara County,"$449,000",Condominium,2,2,849,"3,733",1,1984
"14333 Saratoga Ave 14, Saratoga, CA 95070",95070,Santa Clara County,"$839,000",Condominium,2,2,"1,218",–,0,1969
"2194 Westmoreland Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,599,000",Single Family Residence,4,2/1,"2,397","8,169",2,1968
"7071 Wooded Lake Dr, San Jose, CA 95120",95120,Santa Clara County,"$2,550,000",Single Family Residence,5,4,"3,340",0.527,3,1976
"5649 Calmor Ave 2, San Jose, CA 95123",95123,Santa Clara County,"$499,000",Condominium,2,1,903,"3,044",1,1970
"105 El Porton, Los Gatos, CA 95032",95032,Santa Clara County,"$1,398,888",Townhouse,4,2/1,"2,156","1,982",2,1969
"1017 S Daniel Way, San Jose, CA 95128",95128,Santa Clara County,"$1,399,000",Single Family Residence,3,2,"2,551","10,545",2,1955
"3082 Peppermint Dr, San Jose, CA 95148",95148,Santa Clara County,"$728,000",Single Family Residence,2,1,"1,004","5,994",2,1966
"121 Ayer Ln, Milpitas, CA 95035",95035,Santa Clara County,"$1,388,800",Single Family Residence,5,3,"2,241","4,125",2,1997
"4316 Fillmore St, Santa Clara, CA 95054",95054,Santa Clara County,"$599,000",Single Family Residence,1,1,539,"3,314",0,1920
"727 Bicknell Rd, Los Gatos, CA 95030",95030,Santa Clara County,"$4,290,000",Single Family Residence,5,3/1,"3,789",1,2,1974
"4415 Norwalk Dr 20, San Jose, CA 95129",95129,Santa Clara County,"$888,000",Condominium,3,2/1,"1,374","10,798",2,1970
"730 Dartmouth Pl, Gilroy, CA 95020",95020,Santa Clara County,"$600,000",Single Family Residence,4,2,"2,014","7,300",2,1976
"1180 Calypso Ct, San Jose, CA 95127",95127,Santa Clara County,"$468,000",Townhouse,3,1,"1,000","1,948",2,1983
"1169 Kovanda Way, Milpitas, CA 95035",95035,Santa Clara County,"$1,488,000",Single Family Residence,4,2/1,"2,097","7,939",2,1978
"1028 Venus Way, Milpitas, CA 95035",95035,Santa Clara County,"$1,098,888",Single Family Residence,3,2/1,"1,833","4,845",2,1998
"13685 Quito Rd, Saratoga, CA 95070",95070,Santa Clara County,"$2,588,000",Single Family Residence,5,3,"2,540",0.406,2,1953
"163 Claremont Ave, Santa Clara, CA 95051",95051,Santa Clara County,"$1,699,000",Single Family Residence,3,2,"1,292","6,382",2,1957
"1732 Creekstone Cir, San Jose, CA 95133",95133,Santa Clara County,"$799,000",Single Family Residence,3,2/1,"1,423","3,692",2,1983
"2795 Garden Ave, San Jose, CA 95111",95111,Santa Clara County,"$1,575,000",Residential Income,,,"3,680","8,137",0,1986
"834 N Abbott Ave, Milpitas, CA 95035",95035,Santa Clara County,"$799,950",Condominium,3,2,"1,345","1,273",0,1981
"1530 Alviso St, Santa Clara, CA 95050",95050,Santa Clara County,"$1,375,000",Single Family Residence,3,2/1,"1,361","2,451",2,2018
"830 Civic Center Dr, Santa Clara, CA 95050",95050,Santa Clara County,"$1,550,000",Single Family Residence,4,3/1,"1,890","3,382",2,2018
"840 Civic Center Dr, Santa Clara, CA 95050",95050,Santa Clara County,"$1,550,000",Single Family Residence,4,3/1,"1,805","2,794",2,2018
"20886 Verde Vista Ln, Saratoga, CA 95070",95070,Santa Clara County,"$3,250,000",Single Family Residence,4,3,"3,428",0.871,3,1974
"1648 Wheatley Pl, San Jose, CA 95121",95121,Santa Clara County,"$1,399,999",Single Family Residence,4,3,"2,417","6,176",2,2003
"1556 Ilikai Ave, San Jose, CA 95118",95118,Santa Clara County,"$1,285,000",Single Family Residence,3,2,"1,873","6,852",0,1975
